,Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
1291,,2020-02-07,,,,,Sales,11.64,GDP,11.64324,GDP,,,,,,,
1292,,2020-02-07,,,,,Sales,36.99,GDP,36.98716,GDP,,,,,,,
1293,,2020-02-07,,,,,Sales,13.34,GDP,13.33829,GDP,,,,,,,
1294,,2020-02-07,,,,,Sales,18,GDP,18.0026,GDP,,,,,,,
1295,,2020-02-07,,,,,Labor & Benefits Cost,-275.98,GDP,-275.98338,GDP,,,,,,,
1296,,2020-02-07,,,,,Sales,7.12,GDP,7.11921,GDP,,,,,,,
1297,,2020-02-07,,,,,Sales,10.75,GDP,10.7548,GDP,,,,,,,
1298,,2020-02-07,,,,,Tips,29.53,GDP,29.52894,GDP,,,,,,,
1299,,2020-02-07,,,,,Sales,21.22,GDP,21.21735,GDP,,,,,,,
1300,,2020-02-07,,,,,Sales,15.83,GDP,15.82826,GDP,,,,,,,
1301,,2020-02-07,,,,,Sales,6.99,GDP,6.99062,GDP,,,,,,,
1302,,2020-02-07,,,,,Sales,36.19,GDP,36.19224,GDP,,,,,,,
1303,,2020-02-07,,,,,Tips,18.82,GDP,18.8209,GDP,,,,,,,
1304,,2020-02-07,,,,,Sales,23.79,GDP,23.78915,GDP,,,,,,,
1305,,2020-02-07,,,,,Sales,31.25,GDP,31.24737,GDP,,,,,,,
1306,,2020-02-07,,,,,Sales,34.43,GDP,34.42705,GDP,,,,,,,
1307,,2020-02-07,,,,,Sales,9.69,GDP,9.69101,GDP,,,,,,,
1308,,2020-02-07,,,,,Sales,30.78,GDP,30.77977,GDP,,,,,,,
1309,,2020-02-07,,,,,Sales,18.24,GDP,18.2364,GDP,,,,,,,
1310,,2020-02-07,,,,,Tips,27.31,GDP,27.30784,GDP,,,,,,,
1311,,2020-02-07,,,,,Sales,20.67,GDP,20.66792,GDP,,,,,,,
1312,,2020-02-07,,,,,Sales,13.61,GDP,13.60716,GDP,,,,,,,
1313,,2020-02-07,,,,,Sales,26.98,GDP,26.98052,GDP,,,,,,,
1314,,2020-02-07,,,,,Sales,38.44,GDP,38.43672,GDP,,,,,,,
1315,,2020-02-07,,,,,Food and Beverage Cost,-292.03,GDP,-292.03236,GDP,,,,,,,
1316,,2020-02-07,,,,,Sales,14.04,GDP,14.03969,GDP,,,,,,,
1317,,2020-02-07,,,,,Sales,11.82,GDP,11.81859,GDP,,,,,,,
1318,,2020-02-07,,,,,Sales,13.2,GDP,13.19801,GDP,,,,,,,
1319,,2020-02-07,,,,,Sales,21.97,GDP,21.96551,GDP,,,,,,,
1320,,2020-02-07,,,,,Tips,15.3,GDP,15.30221,GDP,,,,,,,
1321,,2020-02-07,,,,,Sales,39.38,GDP,39.38361,GDP,,,,,,,
1322,,2020-02-07,,,,,Sales,40.55,GDP,40.55261,GDP,,,,,,,
1323,,2020-02-07,,,,,Sales,10.17,GDP,10.1703,GDP,,,,,,,
1324,,2020-02-07,,,,,Sales,25.3,GDP,25.29716,GDP,,,,,,,
1325,,2020-02-07,,,,,Sales,13.6,GDP,13.59547,GDP,,,,,,,
1326,,2020-02-07,,,,,Sales,27.87,GDP,27.86896,GDP,,,,,,,
1327,,2020-02-08,,,,,Sales,8.71,GDP,8.70905,GDP,,,,,,,
1328,,2020-02-08,,,,,Sales,24.37,GDP,24.37365,GDP,,,,,,,
1329,,2020-02-08,,,,,Sales,10.23,GDP,10.22875,GDP,,,,,,,
1330,,2020-02-08,,,,,Tips,20.24,GDP,20.23539,GDP,,,,,,,
1331,,2020-02-08,,,,,Sales,15.88,GDP,15.87502,GDP,,,,,,,
1332,,2020-02-08,,,,,Sales,29.01,GDP,29.01458,GDP,,,,,,,
1333,,2020-02-08,,,,,Sales,7.49,GDP,7.49329,GDP,,,,,,,
1334,,2020-02-08,,,,,Tips,17.39,GDP,17.39472,GDP,,,,,,,
1335,,2020-02-08,,,,,Labor & Benefits Cost,-328.28,GDP,-328.27658,GDP,,,,,,,
1336,,2020-02-08,,,,,Sales,34.77,GDP,34.76606,GDP,,,,,,,
1337,,2020-02-08,,,,,Sales,37.42,GDP,37.41969,GDP,,,,,,,
1338,,2020-02-08,,,,,Sales,27.35,GDP,27.3546,GDP,,,,,,,
1339,,2020-02-08,,,,,Sales,38.94,GDP,38.93939,GDP,,,,,,,
1340,,2020-02-08,,,,,Sales,18.28,GDP,18.28316,GDP,,,,,,,
1341,,2020-02-08,,,,,Sales,28.32,GDP,28.32487,GDP,,,,,,,
1342,,2020-02-08,,,,,Tips,25.33,GDP,25.33223,GDP,,,,,,,
1343,,2020-02-08,,,,,Sales,17.85,GDP,17.85063,GDP,,,,,,,
1344,,2020-02-08,,,,,Sales,37.37,GDP,37.37293,GDP,,,,,,,
1345,,2020-02-08,,,,,Sales,11.88,GDP,11.87704,GDP,,,,,,,
1346,,2020-02-08,,,,,Sales,33.46,GDP,33.45678,GDP,,,,,,,
1347,,2020-02-08,,,,,Tips,9.83,GDP,9.83129,GDP,,,,,,,
1348,,2020-02-08,,,,,Tips,14.23,GDP,14.22673,GDP,,,,,,,
1349,,2020-02-08,,,,,Sales,32.79,GDP,32.79045,GDP,,,,,,,
1350,,2020-02-08,,,,,Sales,18.18,GDP,18.17795,GDP,,,,,,,
1351,,2020-02-08,,,,,Tips,27.64,GDP,27.63516,GDP,,,,,,,
1352,,2020-02-08,,,,,Tips,28.78,GDP,28.78078,GDP,,,,,,,
1353,,2020-02-09,,,,,Sales,38.74,GDP,38.74066,GDP,,,,,,,
1354,,2020-02-09,,,,,Sales,29.6,GDP,29.59908,GDP,,,,,,,
1355,,2020-02-09,,,,,Rent and Utilities,-368.13,GDP,-368.131,GDP,,,,,,,
1356,,2020-02-09,,,,,Sales,16.78,GDP,16.77515,GDP,,,,,,,
1357,,2020-02-09,,,,,Tips,21.78,GDP,21.77847,GDP,,,,,,,
1358,,2020-02-09,,,,,Sales,13.29,GDP,13.29153,GDP,,,,,,,
1359,,2020-02-09,,,,,Sales,17,GDP,16.99726,GDP,,,,,,,
1360,,2020-02-09,,,,,Sales,30.85,GDP,30.84991,GDP,,,,,,,
1361,,2020-02-09,,,,,Tips,9.07,GDP,9.07144,GDP,,,,,,,
1362,,2020-02-09,,,,,Sales,14.89,GDP,14.89306,GDP,,,,,,,
1363,,2020-02-09,,,,,Sales,38.44,GDP,38.43672,GDP,,,,,,,
1364,,2020-02-09,,,,,Sales,9.09,GDP,9.09482,GDP,,,,,,,
1365,,2020-02-09,,,,,Tips,7.07,GDP,7.07245,GDP,,,,,,,
1366,,2020-02-09,,,,,Sales,17.64,GDP,17.64021,GDP,,,,,,,
1367,,2020-02-09,,,,,Sales,15.17,GDP,15.17362,GDP,,,,,,,
1368,,2020-02-09,,,,,Sales,38.93,GDP,38.9277,GDP,,,,,,,
1369,,2020-02-09,,,,,Sales,8.05,GDP,8.05441,GDP,,,,,,,
1370,,2020-02-09,,,,,Sales,29.79,GDP,29.78612,GDP,,,,,,,
1371,,2020-02-09,,,,,Sales,23.67,GDP,23.67225,GDP,,,,,,,
1372,,2020-02-09,,,,,Sales,10.5,GDP,10.49762,GDP,,,,,,,
1373,,2020-02-09,,,,,Sales,32.01,GDP,32.00722,GDP,,,,,,,
1374,,2020-02-09,,,,,Sales,33.07,GDP,33.07101,GDP,,,,,,,
1375,,2020-02-09,,,,,Labor & Benefits Cost,-252.17,GDP,-252.167,GDP,,,,,,,
1376,,2020-02-09,,,,,Sales,11.56,GDP,11.56141,GDP,,,,,,,
1377,,2020-02-09,,,,,Sales,40.21,GDP,40.2136,GDP,,,,,,,
1378,,2020-02-09,,,,,Sales,17.25,GDP,17.25444,GDP,,,,,,,
1379,,2020-02-09,,,,,Sales,33.94,GDP,33.93607,GDP,,,,,,,
1380,,2020-02-09,,,,,Sales,23.03,GDP,23.0293,GDP,,,,,,,
1381,,2020-02-09,,,,,Sales,39.66,GDP,39.66417,GDP,,,,,,,
1382,,2020-02-09,,,,,Sales,28.17,GDP,28.1729,GDP,,,,,,,
1383,,2020-02-09,,,,,Sales,15.26,GDP,15.25545,GDP,,,,,,,
1384,,2020-02-09,,,,,Sales,15.9,GDP,15.8984,GDP,,,,,,,
1385,,2020-02-09,,,,,Sales,19.21,GDP,19.20667,GDP,,,,,,,
1386,,2020-02-09,,,,,Sales,28.03,GDP,28.03262,GDP,,,,,,,
1387,,2020-02-09,,,,,Sales,26.07,GDP,26.0687,GDP,,,,,,,
1388,,2020-02-09,,,,,Sales,19.65,GDP,19.65089,GDP,,,,,,,
1389,,2020-02-09,,,,,Sales,17.71,GDP,17.71035,GDP,,,,,,,
1390,,2020-02-09,,,,,Sales,32.23,GDP,32.22933,GDP,,,,,,,
1391,,2020-02-09,,,,,Sales,22.12,GDP,22.11748,GDP,,,,,,,
1392,,2020-02-09,,,,,Sales,22.77,GDP,22.77212,GDP,,,,,,,
1393,,2020-02-09,,,,,Tips,19.44,GDP,19.44047,GDP,,,,,,,
1394,,2020-02-09,,,,,Tips,21.07,GDP,21.06538,GDP,,,,,,,
1395,,2020-02-09,,,,,Food and Beverage Cost,-254.05,GDP,-254.04868,GDP,,,,,,,
1396,,2020-02-09,,,,,Sales,21.02,GDP,21.01862,GDP,,,,,,,
1397,,2020-02-09,,,,,Tips,24.13,GDP,24.12816,GDP,,,,,,,
1398,,2020-02-09,,,,,Sales,38.73,GDP,38.72897,GDP,,,,,,,
1399,,2020-02-09,,,,,Sales,37.27,GDP,37.26772,GDP,,,,,,,
1400,,2020-02-10,,,,,Tips,28.45,GDP,28.45346,GDP,,,,,,,
1401,,2020-02-10,,,,,Tips,30.73,GDP,30.73301,GDP,,,,,,,
1402,,2020-02-10,,,,,Tips,25.6,GDP,25.6011,GDP,,,,,,,
1403,,2020-02-10,,,,,Sales,6.67,GDP,6.67499,GDP,,,,,,,
1404,,2020-02-10,,,,,Tips,40.37,GDP,40.36557,GDP,,,,,,,
1405,,2020-02-10,,,,,Sales,36.41,GDP,36.41435,GDP,,,,,,,
1406,,2020-02-10,,,,,Sales,18.56,GDP,18.56372,GDP,,,,,,,
1407,,2020-02-10,,,,,Sales,36.55,GDP,36.55463,GDP,,,,,,,
1408,,2020-02-10,,,,,Sales,34.86,GDP,34.85958,GDP,,,,,,,
1409,,2020-02-10,,,,,Tips,17.37,GDP,17.37134,GDP,,,,,,,
1410,,2020-02-10,,,,,Sales,36.1,GDP,36.09872,GDP,,,,,,,
1411,,2020-02-10,,,,,Sales,34.02,GDP,34.0179,GDP,,,,,,,
1412,,2020-02-10,,,,,Sales,31.43,GDP,31.43441,GDP,,,,,,,
1413,,2020-02-10,,,,,Sales,6.87,GDP,6.87372,GDP,,,,,,,
1414,,2020-02-10,,,,,Tips,18.7,GDP,18.704,GDP,,,,,,,
1415,,2020-02-10,,,,,Rent and Utilities,-362.16,GDP,-362.15776,GDP,,,,,,,
1416,,2020-02-10,,,,,Tips,18.72,GDP,18.71569,GDP,,,,,,,
1417,,2020-02-10,,,,,Sales,19.86,GDP,19.86131,GDP,,,,,,,
1418,,2020-02-10,,,,,Sales,8.88,GDP,8.8844,GDP,,,,,,,
1419,,2020-02-10,,,,,Sales,27.6,GDP,27.60009,GDP,,,,,,,
1420,,2020-02-10,,,,,Sales,16.52,GDP,16.51797,GDP,,,,,,,
1421,,2020-02-10,,,,,Sales,35.18,GDP,35.17521,GDP,,,,,,,
1422,,2020-02-10,,,,,Sales,32.63,GDP,32.62679,GDP,,,,,,,
1423,,2020-02-10,,,,,Sales,17.65,GDP,17.6519,GDP,,,,,,,
1424,,2020-02-10,,,,,Sales,21.28,GDP,21.2758,GDP,,,,,,,
1425,,2020-02-10,,,,,Sales,22.61,GDP,22.60846,GDP,,,,,,,
1426,,2020-02-10,,,,,Sales,40.35,GDP,40.35388,GDP,,,,,,,
1427,,2020-02-10,,,,,Sales,8.87,GDP,8.87271,GDP,,,,,,,
1428,,2020-02-10,,,,,Tips,11,GDP,11.00029,GDP,,,,,,,
1429,,2020-02-10,,,,,Sales,19.9,GDP,19.89638,GDP,,,,,,,
1430,,2020-02-10,,,,,Sales,26.4,GDP,26.39602,GDP,,,,,,,
1431,,2020-02-10,,,,,Sales,34.59,GDP,34.59071,GDP,,,,,,,
1432,,2020-02-10,,,,,Sales,17.57,GDP,17.57007,GDP,,,,,,,
1433,,2020-02-10,,,,,Sales,38.75,GDP,38.75235,GDP,,,,,,,
1434,,2020-02-10,,,,,Sales,9.52,GDP,9.51566,GDP,,,,,,,
1435,,2020-02-10,,,,,Food and Beverage Cost,-367.99,GDP,-367.98878,GDP,,,,,,,
1436,,2020-02-10,,,,,Sales,37.79,GDP,37.79377,GDP,,,,,,,
1437,,2020-02-10,,,,,Sales,13.12,GDP,13.11618,GDP,,,,,,,
1438,,2020-02-10,,,,,Sales,27.88,GDP,27.88065,GDP,,,,,,,
1439,,2020-02-10,,,,,Sales,17.91,GDP,17.90908,GDP,,,,,,,
1440,,2020-02-10,,,,,Sales,17.25,GDP,17.25444,GDP,,,,,,,
1441,,2020-02-10,,,,,Sales,29.34,GDP,29.3419,GDP,,,,,,,
1442,,2020-02-11,,,,,Sales,26.38,GDP,26.38433,GDP,,,,,,,
1443,,2020-02-11,,,,,Sales,14.79,GDP,14.78785,GDP,,,,,,,
1444,,2020-02-11,,,,,Sales,37.2,GDP,37.19758,GDP,,,,,,,
1445,,2020-02-11,,,,,Sales,28.94,GDP,28.94444,GDP,,,,,,,
1446,,2020-02-11,,,,,Sales,19.66,GDP,19.66258,GDP,,,,,,,
1447,,2020-02-11,,,,,Tips,38.27,GDP,38.27306,GDP,,,,,,,
1448,,2020-02-11,,,,,Sales,38.25,GDP,38.24968,GDP,,,,,,,
1449,,2020-02-11,,,,,Sales,40.31,GDP,40.30712,GDP,,,,,,,
1450,,2020-02-11,,,,,Sales,10.24,GDP,10.24044,GDP,,,,,,,
1451,,2020-02-11,,,,,Sales,11.47,GDP,11.46789,GDP,,,,,,,
1452,,2020-02-11,,,,,Sales,19.38,GDP,19.38202,GDP,,,,,,,
1453,,2020-02-11,,,,,Sales,16.74,GDP,16.74008,GDP,,,,,,,
1454,,2020-02-11,,,,,Sales,28.85,GDP,28.85092,GDP,,,,,,,
1455,,2020-02-11,,,,,Labor & Benefits Cost,-305.73,GDP,-305.72924,GDP,,,,,,,
1456,,2020-02-11,,,,,Sales,28.62,GDP,28.61712,GDP,,,,,,,
1457,,2020-02-11,,,,,Sales,22.78,GDP,22.78381,GDP,,,,,,,
1458,,2020-02-11,,,,,Sales,6.78,GDP,6.7802,GDP,,,,,,,
1459,,2020-02-11,,,,,Sales,9.92,GDP,9.92481,GDP,,,,,,,
1460,,2020-02-11,,,,,Sales,39.44,GDP,39.44206,GDP,,,,,,,
1461,,2020-02-11,,,,,Sales,26.12,GDP,26.11546,GDP,,,,,,,
1462,,2020-02-11,,,,,Sales,20.75,GDP,20.74975,GDP,,,,,,,
1463,,2020-02-11,,,,,Sales,13.3,GDP,13.30322,GDP,,,,,,,
1464,,2020-02-11,,,,,Sales,8.3,GDP,8.2999,GDP,,,,,,,
1465,,2020-02-11,,,,,Sales,33.81,GDP,33.80748,GDP,,,,,,,
1466,,2020-02-11,,,,,Sales,33.15,GDP,33.15284,GDP,,,,,,,
1467,,2020-02-11,,,,,Sales,38.12,GDP,38.12109,GDP,,,,,,,
1468,,2020-02-11,,,,,Sales,28.49,GDP,28.48853,GDP,,,,,,,
1469,,2020-02-11,,,,,Sales,31.49,GDP,31.49286,GDP,,,,,,,
1470,,2020-02-11,,,,,Sales,7.96,GDP,7.96089,GDP,,,,,,,
1471,,2020-02-11,,,,,Sales,31.6,GDP,31.59807,GDP,,,,,,,
1472,,2020-02-11,,,,,Sales,20.52,GDP,20.51595,GDP,,,,,,,
1473,,2020-02-11,,,,,Sales,32.78,GDP,32.77876,GDP,,,,,,,
1474,,2020-02-11,,,,,Sales,33.2,GDP,33.1996,GDP,,,,,,,
1475,,2020-02-11,,,,,Rent and Utilities,-322.94,GDP,-322.93786,GDP,,,,,,,
1476,,2020-02-11,,,,,Tips,34.01,GDP,34.00621,GDP,,,,,,,
1477,,2020-02-11,,,,,Tips,16.6,GDP,16.5998,GDP,,,,,,,
1478,,2020-02-12,,,,,Sales,28.22,GDP,28.21966,GDP,,,,,,,
1479,,2020-02-12,,,,,Sales,40.84,GDP,40.84486,GDP,,,,,,,
1480,,2020-02-12,,,,,Sales,27.14,GDP,27.14418,GDP,,,,,,,
1481,,2020-02-12,,,,,Sales,17.73,GDP,17.73373,GDP,,,,,,,
1482,,2020-02-12,,,,,Tips,37.38,GDP,37.38462,GDP,,,,,,,
1483,,2020-02-12,,,,,Tips,8.29,GDP,8.28821,GDP,,,,,,,
1484,,2020-02-12,,,,,Tips,14.16,GDP,14.15659,GDP,,,,,,,
1485,,2020-02-12,,,,,Sales,16.16,GDP,16.15558,GDP,,,,,,,
1486,,2020-02-12,,,,,Sales,6.41,GDP,6.40612,GDP,,,,,,,
1487,,2020-02-12,,,,,Sales,26.83,GDP,26.82855,GDP,,,,,,,
1488,,2020-02-12,,,,,Sales,21.16,GDP,21.1589,GDP,,,,,,,
1489,,2020-02-12,,,,,Sales,27.53,GDP,27.52995,GDP,,,,,,,
1490,,2020-02-12,,,,,Sales,37.22,GDP,37.22096,GDP,,,,,,,
1491,,2020-02-12,,,,,Sales,30.81,GDP,30.81484,GDP,,,,,,,
1492,,2020-02-12,,,,,Sales,22.28,GDP,22.28114,GDP,,,,,,,
1493,,2020-02-12,,,,,Sales,17.46,GDP,17.46486,GDP,,,,,,,
1494,,2020-02-12,,,,,Sales,11.73,GDP,11.72507,GDP,,,,,,,
1495,,2020-02-12,,,,,Food and Beverage Cost,-307.74,GDP,-307.7422,GDP,,,,,,,
1496,,2020-02-12,,,,,Tips,26.93,GDP,26.93376,GDP,,,,,,,
1497,,2020-02-12,,,,,Sales,36.68,GDP,36.68322,GDP,,,,,,,
1498,,2020-02-12,,,,,Sales,16.27,GDP,16.27248,GDP,,,,,,,
1499,,2020-02-12,,,,,Sales,15.85,GDP,15.85164,GDP,,,,,,,
1500,,2020-02-12,,,,,Sales,14.68,GDP,14.68264,GDP,,,,,,,
1501,,2020-02-12,,,,,Sales,40.55,GDP,40.55261,GDP,,,,,,,
1502,,2020-02-12,,,,,Tips,12.27,GDP,12.2745,GDP,,,,,,,
1503,,2020-02-12,,,,,Sales,17.65,GDP,17.6519,GDP,,,,,,,
1504,,2020-02-12,,,,,Sales,14.45,GDP,14.44884,GDP,,,,,,,
1505,,2020-02-12,,,,,Tips,15.27,GDP,15.26714,GDP,,,,,,,
1506,,2020-02-12,,,,,Sales,27.24,GDP,27.2377,GDP,,,,,,,
1507,,2020-02-12,,,,,Sales,19.72,GDP,19.72103,GDP,,,,,,,
1508,,2020-02-12,,,,,Sales,21.76,GDP,21.75509,GDP,,,,,,,
1509,,2020-02-12,,,,,Sales,34.73,GDP,34.73099,GDP,,,,,,,
1510,,2020-02-13,,,,,Sales,30.88,GDP,30.88498,GDP,,,,,,,
1511,,2020-02-13,,,,,Sales,18.97,GDP,18.97287,GDP,,,,,,,
1512,,2020-02-13,,,,,Sales,12.95,GDP,12.95252,GDP,,,,,,,
1513,,2020-02-13,,,,,Sales,19.16,GDP,19.15991,GDP,,,,,,,
1514,,2020-02-13,,,,,Sales,28.5,GDP,28.50022,GDP,,,,,,,
1515,,2020-02-13,,,,,Labor & Benefits Cost,-363.12,GDP,-363.12048,GDP,,,,,,,
1516,,2020-02-13,,,,,Sales,27.58,GDP,27.57671,GDP,,,,,,,
1517,,2020-02-13,,,,,Sales,21.05,GDP,21.05369,GDP,,,,,,,
1518,,2020-02-13,,,,,Sales,32.52,GDP,32.52158,GDP,,,,,,,
1519,,2020-02-13,,,,,Sales,8.16,GDP,8.15962,GDP,,,,,,,
1520,,2020-02-13,,,,,Sales,13.29,GDP,13.29153,GDP,,,,,,,
1521,,2020-02-13,,,,,Sales,35.81,GDP,35.80647,GDP,,,,,,,
1522,,2020-02-13,,,,,Sales,34.67,GDP,34.67254,GDP,,,,,,,
1523,,2020-02-13,,,,,Tips,36.72,GDP,36.71829,GDP,,,,,,,
1524,,2020-02-13,,,,,Sales,29.58,GDP,29.5757,GDP,,,,,,,
1525,,2020-02-13,,,,,Sales,21.36,GDP,21.35763,GDP,,,,,,,
1526,,2020-02-13,,,,,Sales,33.42,GDP,33.42171,GDP,,,,,,,
1527,,2020-02-13,,,,,Sales,40.09,GDP,40.08501,GDP,,,,,,,
1528,,2020-02-13,,,,,Sales,37.26,GDP,37.25603,GDP,,,,,,,
1529,,2020-02-13,,,,,Tips,6.57,GDP,6.56978,GDP,,,,,,,
1530,,2020-02-13,,,,,Sales,22.5,GDP,22.50325,GDP,,,,,,,
1531,,2020-02-13,,,,,Sales,18.68,GDP,18.68062,GDP,,,,,,,
1532,,2020-02-13,,,,,Sales,21.64,GDP,21.63819,GDP,,,,,,,
1533,,2020-02-13,,,,,Sales,36.96,GDP,36.96378,GDP,,,,,,,
1534,,2020-02-13,,,,,Sales,19.17,GDP,19.1716,GDP,,,,,,,
1535,,2020-02-13,,,,,Marketing,-320.01,GDP,-320.00594,GDP,,,,,,,
1536,,2020-02-14,,,,,Tips,15.23,GDP,15.23207,GDP,,,,,,,
1537,,2020-02-14,,,,,Sales,18.86,GDP,18.85597,GDP,,,,,,,
1538,,2020-02-14,,,,,Sales,33.52,GDP,33.51523,GDP,,,,,,,
1539,,2020-02-14,,,,,Sales,34.49,GDP,34.4855,GDP,,,,,,,
1540,,2020-02-14,,,,,Sales,33.63,GDP,33.63213,GDP,,,,,,,
1541,,2020-02-14,,,,,Sales,38.24,GDP,38.23799,GDP,,,,,,,
1542,,2020-02-14,,,,,Sales,23.27,GDP,23.27479,GDP,,,,,,,
1543,,2020-02-14,,,,,Sales,28.76,GDP,28.7574,GDP,,,,,,,
1544,,2020-02-14,,,,,Sales,40.1,GDP,40.0967,GDP,,,,,,,
1545,,2020-02-14,,,,,Sales,20.14,GDP,20.14187,GDP,,,,,,,
1546,,2020-02-14,,,,,Sales,28.43,GDP,28.43008,GDP,,,,,,,
1547,,2020-02-14,,,,,Sales,40.31,GDP,40.30712,GDP,,,,,,,
1548,,2020-02-14,,,,,Sales,28.56,GDP,28.55867,GDP,,,,,,,
1549,,2020-02-14,,,,,Sales,6.87,GDP,6.87372,GDP,,,,,,,
1550,,2020-02-14,,,,,Sales,24.09,GDP,24.09309,GDP,,,,,,,
1551,,2020-02-14,,,,,Sales,20.69,GDP,20.6913,GDP,,,,,,,
1552,,2020-02-14,,,,,Sales,28.09,GDP,28.09107,GDP,,,,,,,
1553,,2020-02-14,,,,,Sales,33.21,GDP,33.21129,GDP,,,,,,,
1554,,2020-02-14,,,,,Sales,21.94,GDP,21.94213,GDP,,,,,,,
1555,,2020-02-14,,,,,Food and Beverage Cost,-249.16,GDP,-249.1585,GDP,,,,,,,
1556,,2020-02-14,,,,,Sales,38.5,GDP,38.49517,GDP,,,,,,,
1557,,2020-02-14,,,,,Sales,22.64,GDP,22.64353,GDP,,,,,,,
1558,,2020-02-14,,,,,Tips,30.01,GDP,30.00823,GDP,,,,,,,
1559,,2020-02-14,,,,,Sales,16.97,GDP,16.97388,GDP,,,,,,,
1560,,2020-02-14,,,,,Sales,23.25,GDP,23.25141,GDP,,,,,,,
1561,,2020-02-14,,,,,Sales,11.54,GDP,11.53803,GDP,,,,,,,
1562,,2020-02-14,,,,,Sales,30.85,GDP,30.84991,GDP,,,,,,,
1563,,2020-02-14,,,,,Tips,30.78,GDP,30.77977,GDP,,,,,,,
1564,,2020-02-14,,,,,Sales,20.27,GDP,20.27046,GDP,,,,,,,
1565,,2020-02-14,,,,,Tips,33.59,GDP,33.58537,GDP,,,,,,,
1566,,2020-02-14,,,,,Sales,15.78,GDP,15.7815,GDP,,,,,,,
1567,,2020-02-14,,,,,Sales,32.5,GDP,32.4982,GDP,,,,,,,
1568,,2020-02-14,,,,,Tips,34.63,GDP,34.62578,GDP,,,,,,,
1569,,2020-02-14,,,,,Tips,29.86,GDP,29.85626,GDP,,,,,,,
1570,,2020-02-14,,,,,Sales,17.14,GDP,17.13754,GDP,,,,,,,
1571,,2020-02-14,,,,,Sales,25.52,GDP,25.51927,GDP,,,,,,,
1572,,2020-02-14,,,,,Sales,35.21,GDP,35.21028,GDP,,,,,,,
1573,,2020-02-14,,,,,Tips,23.68,GDP,23.68394,GDP,,,,,,,
1574,,2020-02-14,,,,,Sales,13.39,GDP,13.38505,GDP,,,,,,,
1575,,2020-02-14,,,,,Labor & Benefits Cost,-338.52,GDP,-338.51642,GDP,,,,,,,
1576,,2020-02-14,,,,,Sales,9.9,GDP,9.90143,GDP,,,,,,,
1577,,2020-02-14,,,,,Sales,26.54,GDP,26.5363,GDP,,,,,,,
1578,,2020-02-14,,,,,Sales,19.97,GDP,19.96652,GDP,,,,,,,
1579,,2020-02-14,,,,,Sales,6.08,GDP,6.0788,GDP,,,,,,,
1580,,2020-02-14,,,,,Sales,17.91,GDP,17.90908,GDP,,,,,,,
1581,,2020-02-14,,,,,Tips,19.43,GDP,19.42878,GDP,,,,,,,
1582,,2020-02-14,,,,,Sales,34.35,GDP,34.34522,GDP,,,,,,,
1583,,2020-02-14,,,,,Sales,11.49,GDP,11.49127,GDP,,,,,,,
1584,,2020-02-14,,,,,Sales,36.5,GDP,36.49618,GDP,,,,,,,
1585,,2020-02-15,,,,,Sales,30.97,GDP,30.96681,GDP,,,,,,,
1586,,2020-02-15,,,,,Sales,6.77,GDP,6.76851,GDP,,,,,,,
1587,,2020-02-15,,,,,Sales,23.1,GDP,23.09944,GDP,,,,,,,
1588,,2020-02-15,,,,,Tips,35.3,GDP,35.3038,GDP,,,,,,,
1589,,2020-02-15,,,,,Sales,27.27,GDP,27.27277,GDP,,,,,,,
1590,,2020-02-15,,,,,Sales,17.56,GDP,17.55838,GDP,,,,,,,
1591,,2020-02-15,,,,,Tips,31.27,GDP,31.27075,GDP,,,,,,,
1592,,2020-02-15,,,,,Sales,32.51,GDP,32.50989,GDP,,,,,,,
1593,,2020-02-15,,,,,Sales,32.38,GDP,32.3813,GDP,,,,,,,
1594,,2020-02-15,,,,,Sales,36.57,GDP,36.56632,GDP,,,,,,,
1595,,2020-02-15,,,,,Labor & Benefits Cost,-291.51,GDP,-291.50724,GDP,,,,,,,
1596,,2020-02-15,,,,,Tips,11.36,GDP,11.36268,GDP,,,,,,,
1597,,2020-02-15,,,,,Sales,32.99,GDP,32.98918,GDP,,,,,,,
1598,,2020-02-15,,,,,Sales,12.98,GDP,12.9759,GDP,,,,,,,
1599,,2020-02-15,,,,,Sales,7.82,GDP,7.82061,GDP,,,,,,,
1600,,2020-02-15,,,,,Sales,29.12,GDP,29.11979,GDP,,,,,,,
1601,,2020-02-15,,,,,Sales,20.25,GDP,20.24708,GDP,,,,,,,
1602,,2020-02-15,,,,,Sales,11.58,GDP,11.58479,GDP,,,,,,,
1603,,2020-02-15,,,,,Sales,6.91,GDP,6.90879,GDP,,,,,,,
1604,,2020-02-15,,,,,Sales,23.75,GDP,23.75408,GDP,,,,,,,
1605,,2020-02-15,,,,,Sales,14.26,GDP,14.2618,GDP,,,,,,,
1606,,2020-02-15,,,,,Sales,25.55,GDP,25.55434,GDP,,,,,,,
1607,,2020-02-15,,,,,Sales,16.88,GDP,16.88036,GDP,,,,,,,
1608,,2020-02-15,,,,,Sales,13.91,GDP,13.9111,GDP,,,,,,,
1609,,2020-02-15,,,,,Sales,32.88,GDP,32.88397,GDP,,,,,,,
1610,,2020-02-15,,,,,Sales,17.09,GDP,17.09078,GDP,,,,,,,
