,Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
923,,2020-03-05,,,,,Store,28.37,GDP,28.37,GDP,,,,,,,
924,,2020-03-05,,,,,Hair Services,23.39,GDP,23.39,GDP,,,,,,,
925,,2020-03-05,,,,,Hair Services,27.01,GDP,27.01,GDP,,,,,,,
926,,2020-03-05,,,,,Store,19.75,GDP,19.75,GDP,,,,,,,
927,,2020-03-05,,,,,Hair Services,13.68,GDP,13.68,GDP,,,,,,,
928,,2020-03-06,,,,,Hair Services,24.85,GDP,24.85,GDP,,,,,,,
929,,2020-03-06,,,,,Hair Services,12.1,GDP,12.1,GDP,,,,,,,
930,,2020-03-06,,,,,Hair Services,14.92,GDP,14.92,GDP,,,,,,,
931,,2020-03-06,,,,,Hair Services,17.31,GDP,17.31,GDP,,,,,,,
932,,2020-03-06,,,,,Hair Services,24.61,GDP,24.61,GDP,,,,,,,
933,,2020-03-06,,,,,Hair Services,27.49,GDP,27.49,GDP,,,,,,,
934,,2020-03-06,,,,,Hair Services,23.22,GDP,23.22,GDP,,,,,,,
935,,2020-03-06,,,,,Hair Services,19.47,GDP,19.47,GDP,,,,,,,
936,,2020-03-06,,,,,Rent and Utilities,-216.02,GDP,-216.02,GDP,,,,,,,
937,,2020-03-06,,,,,Hair Services,18.22,GDP,18.22,GDP,,,,,,,
938,,2020-03-06,,,,,Hair Services,16.32,GDP,16.32,GDP,,,,,,,
939,,2020-03-06,,,,,Hair Services,17.49,GDP,17.49,GDP,,,,,,,
940,,2020-03-06,,,,,Hair Services,10.62,GDP,10.62,GDP,,,,,,,
941,,2020-03-06,,,,,Hair Services,12.1,GDP,12.1,GDP,,,,,,,
942,,2020-03-06,,,,,Hair Services,17.47,GDP,17.47,GDP,,,,,,,
943,,2020-03-06,,,,,Store,16.63,GDP,16.63,GDP,,,,,,,
944,,2020-03-06,,,,,Tips,15.3,GDP,15.3,GDP,,,,,,,
945,,2020-03-07,,,,,Store,22.56,GDP,22.56,GDP,,,,,,,
946,,2020-03-07,,,,,Hair Services,13.53,GDP,13.53,GDP,,,,,,,
947,,2020-03-07,,,,,Store,24.22,GDP,24.22,GDP,,,,,,,
948,,2020-03-07,,,,,Hair Services,12.99,GDP,12.99,GDP,,,,,,,
949,,2020-03-07,,,,,Hair Services,16.48,GDP,16.48,GDP,,,,,,,
950,,2020-03-07,,,,,Hair Services,19.54,GDP,19.54,GDP,,,,,,,
951,,2020-03-07,,,,,Rent and Utilities,-207.87,GDP,-207.87,GDP,,,,,,,
952,,2020-03-07,,,,,Hair Services,22.42,GDP,22.42,GDP,,,,,,,
953,,2020-03-07,,,,,Hair Services,20.96,GDP,20.96,GDP,,,,,,,
954,,2020-03-07,,,,,Hair Services,16.8,GDP,16.8,GDP,,,,,,,
955,,2020-03-07,,,,,Hair Services,13.34,GDP,13.34,GDP,,,,,,,
956,,2020-03-07,,,,,Hair Services,21.99,GDP,21.99,GDP,,,,,,,
957,,2020-03-07,,,,,Tips,24.59,GDP,24.59,GDP,,,,,,,
958,,2020-03-08,,,,,Hair Services,10.78,GDP,10.78,GDP,,,,,,,
959,,2020-03-08,,,,,Hair Services,15.85,GDP,15.85,GDP,,,,,,,
960,,2020-03-08,,,,,Tips,11.62,GDP,11.62,GDP,,,,,,,
961,,2020-03-08,,,,,Hair Services,17.3,GDP,17.3,GDP,,,,,,,
962,,2020-03-08,,,,,Store,26.04,GDP,26.04,GDP,,,,,,,
963,,2020-03-08,,,,,Store,13.38,GDP,13.38,GDP,,,,,,,
964,,2020-03-08,,,,,Hair Services,24.24,GDP,24.24,GDP,,,,,,,
965,,2020-03-08,,,,,Hair Services,12.78,GDP,12.78,GDP,,,,,,,
966,,2020-03-08,,,,,Labor & Benefits Cost,-183.75,GDP,-183.75,GDP,,,,,,,
967,,2020-03-08,,,,,Store,16.04,GDP,16.04,GDP,,,,,,,
968,,2020-03-08,,,,,Hair Services,26.83,GDP,26.83,GDP,,,,,,,
969,,2020-03-08,,,,,Tips,22.77,GDP,22.77,GDP,,,,,,,
970,,2020-03-08,,,,,Hair Services,14.86,GDP,14.86,GDP,,,,,,,
971,,2020-03-08,,,,,Hair Services,26.19,GDP,26.19,GDP,,,,,,,
972,,2020-03-08,,,,,Hair Services,11.37,GDP,11.37,GDP,,,,,,,
973,,2020-03-08,,,,,Store,11.22,GDP,11.22,GDP,,,,,,,
974,,2020-03-08,,,,,Hair Services,19.94,GDP,19.94,GDP,,,,,,,
975,,2020-03-08,,,,,Hair Services,11.77,GDP,11.77,GDP,,,,,,,
976,,2020-03-09,,,,,Hair Services,14.27,GDP,14.27,GDP,,,,,,,
977,,2020-03-09,,,,,Tips,16.02,GDP,16.02,GDP,,,,,,,
978,,2020-03-09,,,,,Hair Services,23.1,GDP,23.1,GDP,,,,,,,
979,,2020-03-09,,,,,Hair Services,12.92,GDP,12.92,GDP,,,,,,,
980,,2020-03-09,,,,,Hair Services,14.44,GDP,14.44,GDP,,,,,,,
981,,2020-03-09,,,,,Rent and Utilities,-226.89,GDP,-226.89,GDP,,,,,,,
982,,2020-03-09,,,,,Tips,11.06,GDP,11.06,GDP,,,,,,,
983,,2020-03-09,,,,,Hair Services,21.72,GDP,21.72,GDP,,,,,,,
984,,2020-03-09,,,,,Hair Services,23.63,GDP,23.63,GDP,,,,,,,
985,,2020-03-09,,,,,Hair Services,10.54,GDP,10.54,GDP,,,,,,,
986,,2020-03-09,,,,,Hair Services,12.77,GDP,12.77,GDP,,,,,,,
987,,2020-03-09,,,,,Hair Services,18.4,GDP,18.4,GDP,,,,,,,
988,,2020-03-09,,,,,Store,15.85,GDP,15.85,GDP,,,,,,,
989,,2020-03-09,,,,,Hair Services,18.32,GDP,18.32,GDP,,,,,,,
990,,2020-03-10,,,,,Hair Services,18.71,GDP,18.71,GDP,,,,,,,
991,,2020-03-10,,,,,Hair Services,9.94,GDP,9.94,GDP,,,,,,,
992,,2020-03-10,,,,,Hair Services,12.55,GDP,12.55,GDP,,,,,,,
993,,2020-03-10,,,,,Hair Services,21.1,GDP,21.1,GDP,,,,,,,
994,,2020-03-10,,,,,Tips,26.35,GDP,26.35,GDP,,,,,,,
995,,2020-03-10,,,,,Hair Services,15.75,GDP,15.75,GDP,,,,,,,
996,,2020-03-10,,,,,Inventory,-214.68,GDP,-214.68,GDP,,,,,,,
997,,2020-03-10,,,,,Hair Services,9.88,GDP,9.88,GDP,,,,,,,
998,,2020-03-10,,,,,Store,17.96,GDP,17.96,GDP,,,,,,,
999,,2020-03-10,,,,,Store,27.18,GDP,27.18,GDP,,,,,,,
1000,,2020-03-10,,,,,Hair Services,20.65,GDP,20.65,GDP,,,,,,,
1001,,2020-03-11,,,,,Hair Services,13.97,GDP,13.97,GDP,,,,,,,
1002,,2020-03-11,,,,,Tips,19.58,GDP,19.58,GDP,,,,,,,
1003,,2020-03-11,,,,,Hair Services,15.19,GDP,15.19,GDP,,,,,,,
1004,,2020-03-11,,,,,Hair Services,21.97,GDP,21.97,GDP,,,,,,,
1005,,2020-03-11,,,,,Store,11.89,GDP,11.89,GDP,,,,,,,
1006,,2020-03-11,,,,,Hair Services,11.28,GDP,11.28,GDP,,,,,,,
1007,,2020-03-11,,,,,Hair Services,15.41,GDP,15.41,GDP,,,,,,,
1008,,2020-03-11,,,,,Hair Services,25.11,GDP,25.11,GDP,,,,,,,
1009,,2020-03-11,,,,,Store,12.45,GDP,12.45,GDP,,,,,,,
1010,,2020-03-11,,,,,Store,16.85,GDP,16.85,GDP,,,,,,,
1011,,2020-03-11,,,,,Rent and Utilities,-214.07,GDP,-214.07,GDP,,,,,,,
1012,,2020-03-11,,,,,Hair Services,12.46,GDP,12.46,GDP,,,,,,,
1013,,2020-03-11,,,,,Hair Services,26.54,GDP,26.54,GDP,,,,,,,
1014,,2020-03-11,,,,,Store,25.72,GDP,25.72,GDP,,,,,,,
1015,,2020-03-11,,,,,Store,26.38,GDP,26.38,GDP,,,,,,,
1016,,2020-03-11,,,,,Hair Services,17.71,GDP,17.71,GDP,,,,,,,
1017,,2020-03-11,,,,,Hair Services,23.26,GDP,23.26,GDP,,,,,,,
1018,,2020-03-12,,,,,Store,22.9,GDP,22.9,GDP,,,,,,,
1019,,2020-03-12,,,,,Hair Services,10.51,GDP,10.51,GDP,,,,,,,
1020,,2020-03-12,,,,,Hair Services,13.51,GDP,13.51,GDP,,,,,,,
1021,,2020-03-12,,,,,Hair Services,14.18,GDP,14.18,GDP,,,,,,,
1022,,2020-03-12,,,,,Store,28.03,GDP,28.03,GDP,,,,,,,
1023,,2020-03-12,,,,,Hair Services,12.07,GDP,12.07,GDP,,,,,,,
1024,,2020-03-12,,,,,Hair Services,21.88,GDP,21.88,GDP,,,,,,,
1025,,2020-03-12,,,,,Hair Services,24.9,GDP,24.9,GDP,,,,,,,
1026,,2020-03-12,,,,,Labor & Benefits Cost,-221.1,GDP,-221.1,GDP,,,,,,,
1027,,2020-03-12,,,,,Store,19.03,GDP,19.03,GDP,,,,,,,
1028,,2020-03-12,,,,,Hair Services,18.65,GDP,18.65,GDP,,,,,,,
1029,,2020-03-12,,,,,Hair Services,22.26,GDP,22.26,GDP,,,,,,,
1030,,2020-03-12,,,,,Hair Services,9.73,GDP,9.73,GDP,,,,,,,
1031,,2020-03-12,,,,,Hair Services,23.46,GDP,23.46,GDP,,,,,,,
1032,,2020-03-12,,,,,Tips,13.82,GDP,13.82,GDP,,,,,,,
1033,,2020-03-12,,,,,Hair Services,23.47,GDP,23.47,GDP,,,,,,,
1034,,2020-03-13,,,,,Hair Services,18.06,GDP,18.06,GDP,,,,,,,
1035,,2020-03-13,,,,,Store,23.68,GDP,23.68,GDP,,,,,,,
1036,,2020-03-13,,,,,Hair Services,9.64,GDP,9.64,GDP,,,,,,,
1037,,2020-03-13,,,,,Hair Services,11.0,GDP,11.0,GDP,,,,,,,
1038,,2020-03-13,,,,,Hair Services,17.83,GDP,17.83,GDP,,,,,,,
1039,,2020-03-13,,,,,Tips,17.89,GDP,17.89,GDP,,,,,,,
1040,,2020-03-13,,,,,Tips,16.1,GDP,16.1,GDP,,,,,,,
1041,,2020-03-13,,,,,Labor & Benefits Cost,-192.61,GDP,-192.61,GDP,,,,,,,
1042,,2020-03-13,,,,,Hair Services,18.18,GDP,18.18,GDP,,,,,,,
1043,,2020-03-13,,,,,Hair Services,19.21,GDP,19.21,GDP,,,,,,,
1044,,2020-03-13,,,,,Hair Services,11.86,GDP,11.86,GDP,,,,,,,
1045,,2020-03-13,,,,,Store,24.33,GDP,24.33,GDP,,,,,,,
1046,,2020-03-13,,,,,Store,23.15,GDP,23.15,GDP,,,,,,,
1047,,2020-03-13,,,,,Hair Services,23.23,GDP,23.23,GDP,,,,,,,
1048,,2020-03-13,,,,,Hair Services,20.73,GDP,20.73,GDP,,,,,,,
1049,,2020-03-13,,,,,Hair Services,23.22,GDP,23.22,GDP,,,,,,,
1050,,2020-03-13,,,,,Hair Services,22.05,GDP,22.05,GDP,,,,,,,
1051,,2020-03-14,,,,,Hair Services,20.76,GDP,20.76,GDP,,,,,,,
1052,,2020-03-14,,,,,Store,25.2,GDP,25.2,GDP,,,,,,,
1053,,2020-03-14,,,,,Store,18.02,GDP,18.02,GDP,,,,,,,
1054,,2020-03-14,,,,,Hair Services,23.86,GDP,23.86,GDP,,,,,,,
1055,,2020-03-14,,,,,Hair Services,19.11,GDP,19.11,GDP,,,,,,,
1056,,2020-03-14,,,,,Labor & Benefits Cost,-207.85,GDP,-207.85,GDP,,,,,,,
1057,,2020-03-14,,,,,Hair Services,24.04,GDP,24.04,GDP,,,,,,,
1058,,2020-03-14,,,,,Hair Services,14.03,GDP,14.03,GDP,,,,,,,
1059,,2020-03-14,,,,,Hair Services,28.2,GDP,28.2,GDP,,,,,,,
1060,,2020-03-14,,,,,Hair Services,22.1,GDP,22.1,GDP,,,,,,,
1061,,2020-03-14,,,,,Hair Services,11.27,GDP,11.27,GDP,,,,,,,
1062,,2020-03-14,,,,,Store,14.08,GDP,14.08,GDP,,,,,,,
1063,,2020-03-14,,,,,Tips,23.18,GDP,23.18,GDP,,,,,,,
1064,,2020-03-14,,,,,Hair Services,16.58,GDP,16.58,GDP,,,,,,,
1065,,2020-03-14,,,,,Hair Services,23.32,GDP,23.32,GDP,,,,,,,
1066,,2020-03-14,,,,,Hair Services,16.46,GDP,16.46,GDP,,,,,,,
1067,,2020-03-14,,,,,Store,16.9,GDP,16.9,GDP,,,,,,,
1068,,2020-03-14,,,,,Hair Services,18.85,GDP,18.85,GDP,,,,,,,
1069,,2020-03-15,,,,,Hair Services,17.58,GDP,17.58,GDP,,,,,,,
1070,,2020-03-15,,,,,Tips,15.42,GDP,15.42,GDP,,,,,,,
1071,,2020-03-15,,,,,Labor & Benefits Cost,-196.07,GDP,-196.07,GDP,,,,,,,
1072,,2020-03-15,,,,,Tips,12.98,GDP,12.98,GDP,,,,,,,
1073,,2020-03-15,,,,,Hair Services,13.74,GDP,13.74,GDP,,,,,,,
1074,,2020-03-15,,,,,Hair Services,11.95,GDP,11.95,GDP,,,,,,,
1075,,2020-03-15,,,,,Hair Services,20.29,GDP,20.29,GDP,,,,,,,
1076,,2020-03-15,,,,,Store,17.47,GDP,17.47,GDP,,,,,,,
1077,,2020-03-15,,,,,Store,28.25,GDP,28.25,GDP,,,,,,,
1078,,2020-03-15,,,,,Hair Services,13.89,GDP,13.89,GDP,,,,,,,
1079,,2020-03-15,,,,,Hair Services,11.88,GDP,11.88,GDP,,,,,,,
1080,,2020-03-15,,,,,Store,22.23,GDP,22.23,GDP,,,,,,,
1081,,2020-03-15,,,,,Store,26.44,GDP,26.44,GDP,,,,,,,
1082,,2020-03-15,,,,,Tips,16.17,GDP,16.17,GDP,,,,,,,
1083,,2020-03-15,,,,,Hair Services,19.78,GDP,19.78,GDP,,,,,,,
1084,,2020-03-15,,,,,Hair Services,20.04,GDP,20.04,GDP,,,,,,,
1085,,2020-03-15,,,,,Hair Services,14.5,GDP,14.5,GDP,,,,,,,
1086,,2020-03-15,,,,,Labor & Benefits Cost,-189.77,GDP,-189.77,GDP,,,,,,,
1087,,2020-03-15,,,,,Hair Services,21.17,GDP,21.17,GDP,,,,,,,
1088,,2020-03-16,,,,,Tips,15.64,GDP,15.64,GDP,,,,,,,
1089,,2020-03-16,,,,,Hair Services,15.43,GDP,15.43,GDP,,,,,,,
1090,,2020-03-16,,,,,Hair Services,14.62,GDP,14.62,GDP,,,,,,,
1091,,2020-03-16,,,,,Store,22.53,GDP,22.53,GDP,,,,,,,
1092,,2020-03-16,,,,,Hair Services,11.11,GDP,11.11,GDP,,,,,,,
1093,,2020-03-16,,,,,Hair Services,24.75,GDP,24.75,GDP,,,,,,,
1094,,2020-03-16,,,,,Hair Services,9.71,GDP,9.71,GDP,,,,,,,
1095,,2020-03-16,,,,,Hair Services,25.78,GDP,25.78,GDP,,,,,,,
1096,,2020-03-16,,,,,Hair Services,9.54,GDP,9.54,GDP,,,,,,,
1097,,2020-03-16,,,,,Hair Services,21.29,GDP,21.29,GDP,,,,,,,
1098,,2020-03-16,,,,,Store,14.17,GDP,14.17,GDP,,,,,,,
1099,,2020-03-16,,,,,Hair Services,23.57,GDP,23.57,GDP,,,,,,,
1100,,2020-03-17,,,,,Tips,25.8,GDP,25.8,GDP,,,,,,,
1101,,2020-03-17,,,,,Inventory,-190.82,GDP,-190.82,GDP,,,,,,,
1102,,2020-03-17,,,,,Hair Services,14.55,GDP,14.55,GDP,,,,,,,
1103,,2020-03-17,,,,,Hair Services,15.56,GDP,15.56,GDP,,,,,,,
1104,,2020-03-17,,,,,Hair Services,26.66,GDP,26.66,GDP,,,,,,,
1105,,2020-03-17,,,,,Hair Services,14.19,GDP,14.19,GDP,,,,,,,
1106,,2020-03-17,,,,,Tips,11.49,GDP,11.49,GDP,,,,,,,
1107,,2020-03-17,,,,,Hair Services,15.51,GDP,15.51,GDP,,,,,,,
1108,,2020-03-17,,,,,Hair Services,15.49,GDP,15.49,GDP,,,,,,,
1109,,2020-03-17,,,,,Hair Services,15.16,GDP,15.16,GDP,,,,,,,
1110,,2020-03-17,,,,,Hair Services,11.22,GDP,11.22,GDP,,,,,,,
1111,,2020-03-18,,,,,Store,20.07,GDP,20.07,GDP,,,,,,,
1112,,2020-03-18,,,,,Hair Services,23.81,GDP,23.81,GDP,,,,,,,
1113,,2020-03-18,,,,,Store,27.09,GDP,27.09,GDP,,,,,,,
1114,,2020-03-18,,,,,Hair Services,16.69,GDP,16.69,GDP,,,,,,,
1115,,2020-03-18,,,,,Hair Services,15.63,GDP,15.63,GDP,,,,,,,
1116,,2020-03-18,,,,,Inventory,-183.47,GDP,-183.47,GDP,,,,,,,
1117,,2020-03-18,,,,,Store,22.66,GDP,22.66,GDP,,,,,,,
1118,,2020-03-18,,,,,Store,24.21,GDP,24.21,GDP,,,,,,,
1119,,2020-03-18,,,,,Hair Services,17.95,GDP,17.95,GDP,,,,,,,
1120,,2020-03-18,,,,,Hair Services,23.42,GDP,23.42,GDP,,,,,,,
1121,,2020-03-18,,,,,Hair Services,14.72,GDP,14.72,GDP,,,,,,,
1122,,2020-03-18,,,,,Store,23.61,GDP,23.61,GDP,,,,,,,
1123,,2020-03-18,,,,,Store,18.97,GDP,18.97,GDP,,,,,,,
1124,,2020-03-18,,,,,Store,26.17,GDP,26.17,GDP,,,,,,,
1125,,2020-03-19,,,,,Hair Services,21.72,GDP,21.72,GDP,,,,,,,
1126,,2020-03-19,,,,,Hair Services,19.09,GDP,19.09,GDP,,,,,,,
1127,,2020-03-19,,,,,Tips,25.11,GDP,25.11,GDP,,,,,,,
1128,,2020-03-19,,,,,Hair Services,25.65,GDP,25.65,GDP,,,,,,,
1129,,2020-03-19,,,,,Store,27.11,GDP,27.11,GDP,,,,,,,
1130,,2020-03-19,,,,,Tips,11.48,GDP,11.48,GDP,,,,,,,
1131,,2020-03-19,,,,,Rent and Utilities,-184.45,GDP,-184.45,GDP,,,,,,,
1132,,2020-03-19,,,,,Hair Services,13.85,GDP,13.85,GDP,,,,,,,
1133,,2020-03-19,,,,,Tips,19.38,GDP,19.38,GDP,,,,,,,
1134,,2020-03-19,,,,,Hair Services,13.82,GDP,13.82,GDP,,,,,,,
1135,,2020-03-19,,,,,Tips,28.0,GDP,28.0,GDP,,,,,,,
1136,,2020-03-19,,,,,Hair Services,14.98,GDP,14.98,GDP,,,,,,,
1137,,2020-03-19,,,,,Hair Services,10.14,GDP,10.14,GDP,,,,,,,
1138,,2020-03-19,,,,,Hair Services,13.96,GDP,13.96,GDP,,,,,,,
1139,,2020-03-19,,,,,Tips,15.94,GDP,15.94,GDP,,,,,,,
1140,,2020-03-20,,,,,Tips,16.01,GDP,16.01,GDP,,,,,,,
1141,,2020-03-20,,,,,Hair Services,26.71,GDP,26.71,GDP,,,,,,,
1142,,2020-03-20,,,,,Hair Services,28.53,GDP,28.53,GDP,,,,,,,
1143,,2020-03-20,,,,,Hair Services,10.13,GDP,10.13,GDP,,,,,,,
1144,,2020-03-20,,,,,Hair Services,20.3,GDP,20.3,GDP,,,,,,,
1145,,2020-03-20,,,,,Hair Services,26.99,GDP,26.99,GDP,,,,,,,
1146,,2020-03-20,,,,,Marketing,-184.78,GDP,-184.78,GDP,,,,,,,
1147,,2020-03-20,,,,,Store,25.32,GDP,25.32,GDP,,,,,,,
1148,,2020-03-20,,,,,Hair Services,11.85,GDP,11.85,GDP,,,,,,,
1149,,2020-03-20,,,,,Hair Services,23.26,GDP,23.26,GDP,,,,,,,
1150,,2020-03-20,,,,,Hair Services,22.96,GDP,22.96,GDP,,,,,,,
1151,,2020-03-20,,,,,Store,15.33,GDP,15.33,GDP,,,,,,,
1152,,2020-03-20,,,,,Hair Services,26.62,GDP,26.62,GDP,,,,,,,
1153,,2020-03-20,,,,,Hair Services,24.68,GDP,24.68,GDP,,,,,,,
1154,,2020-03-20,,,,,Tips,10.26,GDP,10.26,GDP,,,,,,,
1155,,2020-03-20,,,,,Store,23.98,GDP,23.98,GDP,,,,,,,
1156,,2020-03-21,,,,,Hair Services,14.69,GDP,14.69,GDP,,,,,,,
1157,,2020-03-21,,,,,Hair Services,17.09,GDP,17.09,GDP,,,,,,,
1158,,2020-03-21,,,,,Tips,21.62,GDP,21.62,GDP,,,,,,,
1159,,2020-03-21,,,,,Store,17.53,GDP,17.53,GDP,,,,,,,
1160,,2020-03-21,,,,,Store,10.13,GDP,10.13,GDP,,,,,,,
1161,,2020-03-21,,,,,Marketing,-205.3,GDP,-205.3,GDP,,,,,,,
1162,,2020-03-21,,,,,Tips,11.69,GDP,11.69,GDP,,,,,,,
1163,,2020-03-21,,,,,Hair Services,27.24,GDP,27.24,GDP,,,,,,,
1164,,2020-03-21,,,,,Hair Services,23.59,GDP,23.59,GDP,,,,,,,
1165,,2020-03-21,,,,,Hair Services,16.65,GDP,16.65,GDP,,,,,,,
1166,,2020-03-22,,,,,Hair Services,14.99,GDP,14.99,GDP,,,,,,,
1167,,2020-03-22,,,,,Hair Services,16.29,GDP,16.29,GDP,,,,,,,
1168,,2020-03-22,,,,,Hair Services,26.79,GDP,26.79,GDP,,,,,,,
1169,,2020-03-22,,,,,Hair Services,11.55,GDP,11.55,GDP,,,,,,,
1170,,2020-03-22,,,,,Hair Services,15.01,GDP,15.01,GDP,,,,,,,
1171,,2020-03-22,,,,,Hair Services,16.74,GDP,16.74,GDP,,,,,,,
1172,,2020-03-22,,,,,Hair Services,22.34,GDP,22.34,GDP,,,,,,,
1173,,2020-03-22,,,,,Store,9.85,GDP,9.85,GDP,,,,,,,
1174,,2020-03-22,,,,,Hair Services,13.39,GDP,13.39,GDP,,,,,,,
1175,,2020-03-22,,,,,Hair Services,15.17,GDP,15.17,GDP,,,,,,,
1176,,2020-03-22,,,,,Labor & Benefits Cost,-182.67,GDP,-182.67,GDP,,,,,,,
1177,,2020-03-22,,,,,Hair Services,18.97,GDP,18.97,GDP,,,,,,,
1178,,2020-03-22,,,,,Store,23.92,GDP,23.92,GDP,,,,,,,
1179,,2020-03-23,,,,,Store,21.19,GDP,21.19,GDP,,,,,,,
1180,,2020-03-23,,,,,Tips,25.41,GDP,25.41,GDP,,,,,,,
1181,,2020-03-23,,,,,Store,10.66,GDP,10.66,GDP,,,,,,,
1182,,2020-03-23,,,,,Hair Services,25.8,GDP,25.8,GDP,,,,,,,
1183,,2020-03-23,,,,,Store,15.68,GDP,15.68,GDP,,,,,,,
1184,,2020-03-23,,,,,Hair Services,28.52,GDP,28.52,GDP,,,,,,,
1185,,2020-03-23,,,,,Hair Services,21.5,GDP,21.5,GDP,,,,,,,
1186,,2020-03-23,,,,,Hair Services,10.18,GDP,10.18,GDP,,,,,,,
1187,,2020-03-23,,,,,Hair Services,26.55,GDP,26.55,GDP,,,,,,,
1188,,2020-03-23,,,,,Hair Services,13.74,GDP,13.74,GDP,,,,,,,
1189,,2020-03-23,,,,,Store,22.42,GDP,22.42,GDP,,,,,,,
1190,,2020-03-23,,,,,Hair Services,27.18,GDP,27.18,GDP,,,,,,,
1191,,2020-03-23,,,,,Labor & Benefits Cost,-212.18,GDP,-212.18,GDP,,,,,,,
1192,,2020-03-23,,,,,Store,13.61,GDP,13.61,GDP,,,,,,,
1193,,2020-03-23,,,,,Store,23.36,GDP,23.36,GDP,,,,,,,
1194,,2020-03-23,,,,,Hair Services,20.63,GDP,20.63,GDP,,,,,,,
1195,,2020-03-24,,,,,Hair Services,9.76,GDP,9.76,GDP,,,,,,,
1196,,2020-03-24,,,,,Store,9.67,GDP,9.67,GDP,,,,,,,
1197,,2020-03-24,,,,,Hair Services,18.05,GDP,18.05,GDP,,,,,,,
1198,,2020-03-24,,,,,Hair Services,22.74,GDP,22.74,GDP,,,,,,,
1199,,2020-03-24,,,,,Hair Services,14.25,GDP,14.25,GDP,,,,,,,
1200,,2020-03-24,,,,,Hair Services,17.72,GDP,17.72,GDP,,,,,,,
1201,,2020-03-24,,,,,Hair Services,11.98,GDP,11.98,GDP,,,,,,,
1202,,2020-03-24,,,,,Hair Services,24.0,GDP,24.0,GDP,,,,,,,
1203,,2020-03-24,,,,,Hair Services,18.41,GDP,18.41,GDP,,,,,,,
1204,,2020-03-24,,,,,Hair Services,19.74,GDP,19.74,GDP,,,,,,,
1205,,2020-03-24,,,,,Hair Services,27.72,GDP,27.72,GDP,,,,,,,
1206,,2020-03-24,,,,,Marketing,-192.72,GDP,-192.72,GDP,,,,,,,
1207,,2020-03-24,,,,,Store,27.95,GDP,27.95,GDP,,,,,,,
1208,,2020-03-25,,,,,Hair Services,10.35,GDP,10.35,GDP,,,,,,,
1209,,2020-03-25,,,,,Tips,20.23,GDP,20.23,GDP,,,,,,,
1210,,2020-03-25,,,,,Hair Services,11.39,GDP,11.39,GDP,,,,,,,
1211,,2020-03-25,,,,,Store,18.8,GDP,18.8,GDP,,,,,,,
1212,,2020-03-25,,,,,Hair Services,10.8,GDP,10.8,GDP,,,,,,,
1213,,2020-03-25,,,,,Hair Services,27.66,GDP,27.66,GDP,,,,,,,
1214,,2020-03-25,,,,,Hair Services,18.04,GDP,18.04,GDP,,,,,,,
1215,,2020-03-25,,,,,Hair Services,18.37,GDP,18.37,GDP,,,,,,,
1216,,2020-03-25,,,,,Hair Services,17.98,GDP,17.98,GDP,,,,,,,
1217,,2020-03-25,,,,,Hair Services,26.51,GDP,26.51,GDP,,,,,,,
1218,,2020-03-25,,,,,Hair Services,21.06,GDP,21.06,GDP,,,,,,,
1219,,2020-03-26,,,,,Hair Services,18.37,GDP,18.37,GDP,,,,,,,
1220,,2020-03-26,,,,,Store,25.95,GDP,25.95,GDP,,,,,,,
1221,,2020-03-26,,,,,Labor & Benefits Cost,-224.11,GDP,-224.11,GDP,,,,,,,
1222,,2020-03-26,,,,,Hair Services,24.81,GDP,24.81,GDP,,,,,,,
1223,,2020-03-26,,,,,Store,19.92,GDP,19.92,GDP,,,,,,,
1224,,2020-03-26,,,,,Hair Services,26.19,GDP,26.19,GDP,,,,,,,
1225,,2020-03-26,,,,,Store,23.66,GDP,23.66,GDP,,,,,,,
1226,,2020-03-26,,,,,Hair Services,12.93,GDP,12.93,GDP,,,,,,,
1227,,2020-03-26,,,,,Hair Services,26.13,GDP,26.13,GDP,,,,,,,
1228,,2020-03-26,,,,,Hair Services,12.82,GDP,12.82,GDP,,,,,,,
1229,,2020-03-26,,,,,Store,17.72,GDP,17.72,GDP,,,,,,,
1230,,2020-03-26,,,,,Store,23.05,GDP,23.05,GDP,,,,,,,
1231,,2020-03-26,,,,,Hair Services,26.17,GDP,26.17,GDP,,,,,,,
1232,,2020-03-26,,,,,Store,19.87,GDP,19.87,GDP,,,,,,,
1233,,2020-03-26,,,,,Hair Services,13.95,GDP,13.95,GDP,,,,,,,
1234,,2020-03-26,,,,,Hair Services,23.93,GDP,23.93,GDP,,,,,,,
1235,,2020-03-26,,,,,Hair Services,25.68,GDP,25.68,GDP,,,,,,,
1236,,2020-03-27,,,,,Inventory,-192.98,GDP,-192.98,GDP,,,,,,,
1237,,2020-03-27,,,,,Hair Services,16.91,GDP,16.91,GDP,,,,,,,
1238,,2020-03-27,,,,,Hair Services,12.66,GDP,12.66,GDP,,,,,,,
1239,,2020-03-27,,,,,Hair Services,20.04,GDP,20.04,GDP,,,,,,,
1240,,2020-03-27,,,,,Store,22.52,GDP,22.52,GDP,,,,,,,
1241,,2020-03-27,,,,,Hair Services,27.96,GDP,27.96,GDP,,,,,,,
1242,,2020-03-27,,,,,Hair Services,21.17,GDP,21.17,GDP,,,,,,,
1243,,2020-03-27,,,,,Hair Services,9.73,GDP,9.73,GDP,,,,,,,
