,Unnamed: 0,Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
1088,1088,,2020-02-01,,,,,Sales,13.89,GDP,13.887720000000002,GDP,,,,,,,
1089,1089,,2020-02-01,,,,,Sales,33.41,GDP,33.41002,GDP,,,,,,,
1090,1090,,2020-02-01,,,,,Sales,35.64,GDP,35.64281,GDP,,,,,,,
1091,1091,,2020-02-01,,,,,Sales,27.19,GDP,27.19094,GDP,,,,,,,
1092,1092,,2020-02-01,,,,,Sales,15.45,GDP,15.45418,GDP,,,,,,,
1093,1093,,2020-02-01,,,,,Tips,30.85,GDP,30.849909999999998,GDP,,,,,,,
1094,1094,,2020-02-01,,,,,Sales,39.29,GDP,39.29009,GDP,,,,,,,
1095,1095,,2020-02-01,,,,,Labor & Benefits Cost,-406.38,GDP,-406.37724,GDP,,,,,,,
1096,1096,,2020-02-02,,,,,Sales,19.01,GDP,19.007939999999998,GDP,,,,,,,
1097,1097,,2020-02-02,,,,,Sales,19.45,GDP,19.452160000000006,GDP,,,,,,,
1098,1098,,2020-02-02,,,,,Sales,24.08,GDP,24.0814,GDP,,,,,,,
1099,1099,,2020-02-02,,,,,Sales,8.93,GDP,8.93116,GDP,,,,,,,
1100,1100,,2020-02-02,,,,,Sales,27.53,GDP,27.529950000000003,GDP,,,,,,,
1101,1101,,2020-02-02,,,,,Sales,14.27,GDP,14.273489999999999,GDP,,,,,,,
1102,1102,,2020-02-02,,,,,Sales,13.17,GDP,13.174629999999999,GDP,,,,,,,
1103,1103,,2020-02-02,,,,,Sales,25.36,GDP,25.35561,GDP,,,,,,,
1104,1104,,2020-02-02,,,,,Sales,22.87,GDP,22.86564,GDP,,,,,,,
1105,1105,,2020-02-02,,,,,Sales,36.81,GDP,36.811809999999994,GDP,,,,,,,
1106,1106,,2020-02-02,,,,,Sales,33.25,GDP,33.246359999999996,GDP,,,,,,,
1107,1107,,2020-02-02,,,,,Sales,11.21,GDP,11.21071,GDP,,,,,,,
1108,1108,,2020-02-02,,,,,Sales,19.24,GDP,19.24174,GDP,,,,,,,
1109,1109,,2020-02-02,,,,,Tips,31.73,GDP,31.726660000000006,GDP,,,,,,,
1110,1110,,2020-02-02,,,,,Sales,37.92,GDP,37.92236,GDP,,,,,,,
1111,1111,,2020-02-02,,,,,Sales,32.83,GDP,32.825520000000004,GDP,,,,,,,
1112,1112,,2020-02-02,,,,,Sales,14.79,GDP,14.78785,GDP,,,,,,,
1113,1113,,2020-02-02,,,,,Tips,38.34,GDP,38.3432,GDP,,,,,,,
1114,1114,,2020-02-02,,,,,Sales,35.02,GDP,35.02324,GDP,,,,,,,
1115,1115,,2020-02-02,,,,,Marketing,-319.45,GDP,-319.4480000000001,GDP,,,,,,,
1116,1116,,2020-02-02,,,,,Sales,31.8,GDP,31.7968,GDP,,,,,,,
1117,1117,,2020-02-02,,,,,Sales,18.79,GDP,18.785829999999997,GDP,,,,,,,
1118,1118,,2020-02-02,,,,,Sales,13.97,GDP,13.96955,GDP,,,,,,,
1119,1119,,2020-02-02,,,,,Sales,12.78,GDP,12.77717,GDP,,,,,,,
1120,1120,,2020-02-02,,,,,Sales,12.82,GDP,12.82393,GDP,,,,,,,
1121,1121,,2020-02-02,,,,,Sales,13.64,GDP,13.64223,GDP,,,,,,,
1122,1122,,2020-02-02,,,,,Sales,11.46,GDP,11.4562,GDP,,,,,,,
1123,1123,,2020-02-02,,,,,Sales,23.13,GDP,23.134510000000002,GDP,,,,,,,
1124,1124,,2020-02-02,,,,,Sales,33.88,GDP,33.87762,GDP,,,,,,,
1125,1125,,2020-02-02,,,,,Sales,9.91,GDP,9.91312,GDP,,,,,,,
1126,1126,,2020-02-02,,,,,Sales,7.59,GDP,7.586810000000002,GDP,,,,,,,
1127,1127,,2020-02-02,,,,,Sales,30.7,GDP,30.697940000000006,GDP,,,,,,,
1128,1128,,2020-02-02,,,,,Sales,26.27,GDP,26.267429999999997,GDP,,,,,,,
1129,1129,,2020-02-02,,,,,Sales,17.82,GDP,17.81556,GDP,,,,,,,
1130,1130,,2020-02-02,,,,,Sales,23.66,GDP,23.66056,GDP,,,,,,,
1131,1131,,2020-02-02,,,,,Sales,37.72,GDP,37.72363000000001,GDP,,,,,,,
1132,1132,,2020-02-02,,,,,Sales,18.63,GDP,18.633860000000002,GDP,,,,,,,
1133,1133,,2020-02-02,,,,,Sales,19.92,GDP,19.91976,GDP,,,,,,,
1134,1134,,2020-02-02,,,,,Sales,29.35,GDP,29.353590000000004,GDP,,,,,,,
1135,1135,,2020-02-02,,,,,Rent and Utilities,-353.6,GDP,-353.60268000000013,GDP,,,,,,,
1136,1136,,2020-02-02,,,,,Sales,6.3,GDP,6.30091,GDP,,,,,,,
1137,1137,,2020-02-02,,,,,Sales,40.53,GDP,40.52923000000001,GDP,,,,,,,
1138,1138,,2020-02-02,,,,,Sales,35.55,GDP,35.54929,GDP,,,,,,,
1139,1139,,2020-02-02,,,,,Sales,6.7,GDP,6.6983700000000015,GDP,,,,,,,
1140,1140,,2020-02-02,,,,,Sales,25.58,GDP,25.577720000000003,GDP,,,,,,,
1141,1141,,2020-02-02,,,,,Sales,17.37,GDP,17.37134,GDP,,,,,,,
1142,1142,,2020-02-02,,,,,Sales,9.57,GDP,9.574110000000001,GDP,,,,,,,
1143,1143,,2020-02-02,,,,,Sales,30.01,GDP,30.008230000000005,GDP,,,,,,,
1144,1144,,2020-02-03,,,,,Sales,25.45,GDP,25.44913,GDP,,,,,,,
1145,1145,,2020-02-03,,,,,Sales,28.02,GDP,28.02093,GDP,,,,,,,
1146,1146,,2020-02-03,,,,,Tips,14.92,GDP,14.91644,GDP,,,,,,,
1147,1147,,2020-02-03,,,,,Sales,9.91,GDP,9.91312,GDP,,,,,,,
1148,1148,,2020-02-03,,,,,Sales,39.34,GDP,39.33685,GDP,,,,,,,
1149,1149,,2020-02-03,,,,,Tips,33.09,GDP,33.094390000000004,GDP,,,,,,,
1150,1150,,2020-02-03,,,,,Tips,22.22,GDP,22.222690000000004,GDP,,,,,,,
1151,1151,,2020-02-03,,,,,Sales,7.83,GDP,7.8323,GDP,,,,,,,
1152,1152,,2020-02-03,,,,,Sales,30.24,GDP,30.242030000000003,GDP,,,,,,,
1153,1153,,2020-02-03,,,,,Sales,31.76,GDP,31.761730000000004,GDP,,,,,,,
1154,1154,,2020-02-03,,,,,Sales,25.09,GDP,25.08674,GDP,,,,,,,
1155,1155,,2020-02-03,,,,,Labor & Benefits Cost,-343.66,GDP,-343.6582200000001,GDP,,,,,,,
1156,1156,,2020-02-03,,,,,Sales,13.61,GDP,13.60716,GDP,,,,,,,
1157,1157,,2020-02-03,,,,,Sales,22.05,GDP,22.04734,GDP,,,,,,,
1158,1158,,2020-02-03,,,,,Sales,15.98,GDP,15.980229999999999,GDP,,,,,,,
1159,1159,,2020-02-03,,,,,Sales,31.67,GDP,31.66821,GDP,,,,,,,
1160,1160,,2020-02-03,,,,,Sales,33.21,GDP,33.211290000000005,GDP,,,,,,,
1161,1161,,2020-02-03,,,,,Tips,25.08,GDP,25.07505,GDP,,,,,,,
1162,1162,,2020-02-03,,,,,Sales,21.94,GDP,21.94213,GDP,,,,,,,
1163,1163,,2020-02-03,,,,,Sales,15.47,GDP,15.46587,GDP,,,,,,,
1164,1164,,2020-02-03,,,,,Tips,16.1,GDP,16.09713,GDP,,,,,,,
1165,1165,,2020-02-03,,,,,Sales,14.07,GDP,14.074760000000001,GDP,,,,,,,
1166,1166,,2020-02-03,,,,,Sales,34.87,GDP,34.87127,GDP,,,,,,,
1167,1167,,2020-02-03,,,,,Sales,20.97,GDP,20.971860000000003,GDP,,,,,,,
1168,1168,,2020-02-03,,,,,Sales,20.91,GDP,20.91341,GDP,,,,,,,
1169,1169,,2020-02-03,,,,,Sales,29.54,GDP,29.54063,GDP,,,,,,,
1170,1170,,2020-02-03,,,,,Sales,36.87,GDP,36.870259999999995,GDP,,,,,,,
1171,1171,,2020-02-03,,,,,Sales,28.76,GDP,28.757400000000004,GDP,,,,,,,
1172,1172,,2020-02-03,,,,,Sales,12.59,GDP,12.59013,GDP,,,,,,,
1173,1173,,2020-02-03,,,,,Tips,15.35,GDP,15.34897,GDP,,,,,,,
1174,1174,,2020-02-03,,,,,Sales,30.92,GDP,30.92005,GDP,,,,,,,
1175,1175,,2020-02-04,,,,,Food and Beverage Cost,-376.55,GDP,-376.5548,GDP,,,,,,,
1176,1176,,2020-02-04,,,,,Sales,40.52,GDP,40.517540000000004,GDP,,,,,,,
1177,1177,,2020-02-04,,,,,Sales,8.69,GDP,8.68567,GDP,,,,,,,
1178,1178,,2020-02-04,,,,,Sales,34.42,GDP,34.41536,GDP,,,,,,,
1179,1179,,2020-02-04,,,,,Sales,11.53,GDP,11.52634,GDP,,,,,,,
1180,1180,,2020-02-04,,,,,Sales,36.66,GDP,36.65984,GDP,,,,,,,
1181,1181,,2020-02-04,,,,,Sales,11.2,GDP,11.199019999999999,GDP,,,,,,,
1182,1182,,2020-02-04,,,,,Sales,28.8,GDP,28.804160000000003,GDP,,,,,,,
1183,1183,,2020-02-04,,,,,Sales,38.09,GDP,38.08602,GDP,,,,,,,
1184,1184,,2020-02-04,,,,,Sales,16.42,GDP,16.42445,GDP,,,,,,,
1185,1185,,2020-02-04,,,,,Sales,7.53,GDP,7.528360000000001,GDP,,,,,,,
1186,1186,,2020-02-04,,,,,Sales,26.52,GDP,26.524610000000006,GDP,,,,,,,
1187,1187,,2020-02-04,,,,,Sales,13.29,GDP,13.291529999999998,GDP,,,,,,,
1188,1188,,2020-02-04,,,,,Sales,18.42,GDP,18.42344,GDP,,,,,,,
1189,1189,,2020-02-04,,,,,Sales,25.36,GDP,25.35561,GDP,,,,,,,
1190,1190,,2020-02-04,,,,,Tips,40.65,GDP,40.64613000000001,GDP,,,,,,,
1191,1191,,2020-02-04,,,,,Sales,10.99,GDP,10.9886,GDP,,,,,,,
1192,1192,,2020-02-04,,,,,Sales,19.39,GDP,19.39371,GDP,,,,,,,
1193,1193,,2020-02-04,,,,,Sales,34.25,GDP,34.2517,GDP,,,,,,,
1194,1194,,2020-02-04,,,,,Sales,18.75,GDP,18.75076,GDP,,,,,,,
1195,1195,,2020-02-04,,,,,Labor & Benefits Cost,-324.74,GDP,-324.74296,GDP,,,,,,,
1196,1196,,2020-02-04,,,,,Sales,34.7,GDP,34.69592,GDP,,,,,,,
1197,1197,,2020-02-04,,,,,Sales,34.03,GDP,34.02959,GDP,,,,,,,
1198,1198,,2020-02-04,,,,,Sales,10.63,GDP,10.62621,GDP,,,,,,,
1199,1199,,2020-02-04,,,,,Sales,14.52,GDP,14.518979999999999,GDP,,,,,,,
1200,1200,,2020-02-04,,,,,Tips,5.85,GDP,5.8450000000000015,GDP,,,,,,,
1201,1201,,2020-02-04,,,,,Tips,21.98,GDP,21.9772,GDP,,,,,,,
1202,1202,,2020-02-04,,,,,Sales,23.85,GDP,23.8476,GDP,,,,,,,
1203,1203,,2020-02-04,,,,,Sales,32.88,GDP,32.88397,GDP,,,,,,,
1204,1204,,2020-02-04,,,,,Sales,9.77,GDP,9.772839999999999,GDP,,,,,,,
1205,1205,,2020-02-04,,,,,Sales,19.12,GDP,19.12484,GDP,,,,,,,
1206,1206,,2020-02-04,,,,,Sales,26.29,GDP,26.290809999999997,GDP,,,,,,,
1207,1207,,2020-02-04,,,,,Sales,18.46,GDP,18.45851,GDP,,,,,,,
1208,1208,,2020-02-04,,,,,Tips,17.04,GDP,17.04402,GDP,,,,,,,
1209,1209,,2020-02-04,,,,,Sales,7.87,GDP,7.867370000000001,GDP,,,,,,,
1210,1210,,2020-02-04,,,,,Sales,10.17,GDP,10.1703,GDP,,,,,,,
1211,1211,,2020-02-04,,,,,Sales,22.67,GDP,22.66691,GDP,,,,,,,
1212,1212,,2020-02-04,,,,,Tips,23.39,GDP,23.391690000000004,GDP,,,,,,,
1213,1213,,2020-02-04,,,,,Sales,13.69,GDP,13.688990000000002,GDP,,,,,,,
1214,1214,,2020-02-04,,,,,Sales,38.2,GDP,38.20292,GDP,,,,,,,
1215,1215,,2020-02-04,,,,,Labor & Benefits Cost,-332.94,GDP,-332.93702,GDP,,,,,,,
1216,1216,,2020-02-04,,,,,Sales,16.88,GDP,16.88036,GDP,,,,,,,
1217,1217,,2020-02-04,,,,,Sales,14.09,GDP,14.08645,GDP,,,,,,,
1218,1218,,2020-02-04,,,,,Sales,33.42,GDP,33.421710000000004,GDP,,,,,,,
1219,1219,,2020-02-04,,,,,Sales,30.01,GDP,30.008230000000005,GDP,,,,,,,
1220,1220,,2020-02-04,,,,,Sales,16.62,GDP,16.623179999999998,GDP,,,,,,,
1221,1221,,2020-02-04,,,,,Sales,28.77,GDP,28.76909,GDP,,,,,,,
1222,1222,,2020-02-05,,,,,Sales,33.8,GDP,33.795790000000004,GDP,,,,,,,
1223,1223,,2020-02-05,,,,,Sales,37.89,GDP,37.88729,GDP,,,,,,,
1224,1224,,2020-02-05,,,,,Sales,8.62,GDP,8.61553,GDP,,,,,,,
1225,1225,,2020-02-05,,,,,Sales,35.88,GDP,35.87661,GDP,,,,,,,
1226,1226,,2020-02-05,,,,,Tips,14.02,GDP,14.01631,GDP,,,,,,,
1227,1227,,2020-02-05,,,,,Sales,31.14,GDP,31.142159999999997,GDP,,,,,,,
1228,1228,,2020-02-05,,,,,Tips,36.05,GDP,36.05196,GDP,,,,,,,
1229,1229,,2020-02-05,,,,,Sales,36.47,GDP,36.4728,GDP,,,,,,,
1230,1230,,2020-02-05,,,,,Sales,17.21,GDP,17.20768,GDP,,,,,,,
1231,1231,,2020-02-05,,,,,Sales,10.58,GDP,10.57945,GDP,,,,,,,
1232,1232,,2020-02-05,,,,,Sales,9.7,GDP,9.702700000000002,GDP,,,,,,,
1233,1233,,2020-02-05,,,,,Sales,38.86,GDP,38.85756000000001,GDP,,,,,,,
1234,1234,,2020-02-05,,,,,Sales,16.82,GDP,16.821910000000006,GDP,,,,,,,
1235,1235,,2020-02-05,,,,,Food and Beverage Cost,-404.87,GDP,-404.86752,GDP,,,,,,,
1236,1236,,2020-02-05,,,,,Sales,6.35,GDP,6.34767,GDP,,,,,,,
1237,1237,,2020-02-05,,,,,Sales,13.71,GDP,13.712370000000002,GDP,,,,,,,
1238,1238,,2020-02-05,,,,,Sales,9.38,GDP,9.37538,GDP,,,,,,,
1239,1239,,2020-02-05,,,,,Sales,35.19,GDP,35.1869,GDP,,,,,,,
1240,1240,,2020-02-05,,,,,Sales,39.9,GDP,39.89797,GDP,,,,,,,
1241,1241,,2020-02-05,,,,,Sales,8.46,GDP,8.463560000000001,GDP,,,,,,,
1242,1242,,2020-02-05,,,,,Sales,28.68,GDP,28.675570000000004,GDP,,,,,,,
1243,1243,,2020-02-05,,,,,Sales,26.23,GDP,26.232360000000003,GDP,,,,,,,
1244,1244,,2020-02-05,,,,,Sales,24.74,GDP,24.736040000000006,GDP,,,,,,,
1245,1245,,2020-02-05,,,,,Sales,26.71,GDP,26.71165,GDP,,,,,,,
1246,1246,,2020-02-05,,,,,Sales,18.29,GDP,18.29485,GDP,,,,,,,
1247,1247,,2020-02-05,,,,,Sales,25.25,GDP,25.250400000000006,GDP,,,,,,,
1248,1248,,2020-02-05,,,,,Sales,31.11,GDP,31.107090000000003,GDP,,,,,,,
1249,1249,,2020-02-05,,,,,Sales,9.73,GDP,9.72608,GDP,,,,,,,
1250,1250,,2020-02-05,,,,,Sales,8.91,GDP,8.90778,GDP,,,,,,,
1251,1251,,2020-02-06,,,,,Sales,21.24,GDP,21.240730000000006,GDP,,,,,,,
1252,1252,,2020-02-06,,,,,Sales,13.99,GDP,13.99293,GDP,,,,,,,
1253,1253,,2020-02-06,,,,,Tips,29.13,GDP,29.131480000000003,GDP,,,,,,,
1254,1254,,2020-02-06,,,,,Sales,32.93,GDP,32.930730000000004,GDP,,,,,,,
1255,1255,,2020-02-06,,,,,Marketing,-401.42,GDP,-401.42142,GDP,,,,,,,
1256,1256,,2020-02-06,,,,,Tips,18.04,GDP,18.037670000000002,GDP,,,,,,,
1257,1257,,2020-02-06,,,,,Tips,12.53,GDP,12.53168,GDP,,,,,,,
1258,1258,,2020-02-06,,,,,Sales,14.79,GDP,14.78785,GDP,,,,,,,
1259,1259,,2020-02-06,,,,,Sales,23.57,GDP,23.56704,GDP,,,,,,,
1260,1260,,2020-02-06,,,,,Sales,32.28,GDP,32.27609,GDP,,,,,,,
1261,1261,,2020-02-06,,,,,Sales,19.18,GDP,19.18329,GDP,,,,,,,
1262,1262,,2020-02-06,,,,,Sales,24.44,GDP,24.44379,GDP,,,,,,,
1263,1263,,2020-02-06,,,,,Sales,22.5,GDP,22.50325,GDP,,,,,,,
1264,1264,,2020-02-06,,,,,Sales,10.6,GDP,10.60283,GDP,,,,,,,
1265,1265,,2020-02-06,,,,,Tips,9.56,GDP,9.56242,GDP,,,,,,,
1266,1266,,2020-02-06,,,,,Sales,17.9,GDP,17.897389999999998,GDP,,,,,,,
1267,1267,,2020-02-06,,,,,Sales,38.1,GDP,38.097710000000006,GDP,,,,,,,
1268,1268,,2020-02-06,,,,,Tips,9.66,GDP,9.65594,GDP,,,,,,,
1269,1269,,2020-02-06,,,,,Sales,36.93,GDP,36.928709999999995,GDP,,,,,,,
1270,1270,,2020-02-06,,,,,Sales,11.62,GDP,11.619860000000001,GDP,,,,,,,
1271,1271,,2020-02-06,,,,,Sales,33.02,GDP,33.02425,GDP,,,,,,,
1272,1272,,2020-02-06,,,,,Sales,39.91,GDP,39.909659999999995,GDP,,,,,,,
1273,1273,,2020-02-06,,,,,Sales,30.59,GDP,30.592730000000003,GDP,,,,,,,
1274,1274,,2020-02-06,,,,,Tips,15.0,GDP,14.998270000000002,GDP,,,,,,,
1275,1275,,2020-02-06,,,,,Food and Beverage Cost,-367.38,GDP,-367.37613999999996,GDP,,,,,,,
1276,1276,,2020-02-06,,,,,Sales,17.72,GDP,17.72204,GDP,,,,,,,
1277,1277,,2020-02-06,,,,,Sales,21.15,GDP,21.14721,GDP,,,,,,,
1278,1278,,2020-02-06,,,,,Sales,38.1,GDP,38.097710000000006,GDP,,,,,,,
1279,1279,,2020-02-06,,,,,Sales,7.98,GDP,7.9842699999999995,GDP,,,,,,,
1280,1280,,2020-02-07,,,,,Sales,20.27,GDP,20.27046,GDP,,,,,,,
1281,1281,,2020-02-07,,,,,Sales,8.32,GDP,8.32328,GDP,,,,,,,
1282,1282,,2020-02-07,,,,,Sales,40.7,GDP,40.70458,GDP,,,,,,,
1283,1283,,2020-02-07,,,,,Sales,13.95,GDP,13.94617,GDP,,,,,,,
1284,1284,,2020-02-07,,,,,Sales,8.31,GDP,8.311589999999999,GDP,,,,,,,
1285,1285,,2020-02-07,,,,,Sales,11.94,GDP,11.93549,GDP,,,,,,,
1286,1286,,2020-02-07,,,,,Sales,32.58,GDP,32.58003,GDP,,,,,,,
1287,1287,,2020-02-07,,,,,Sales,23.57,GDP,23.56704,GDP,,,,,,,
1288,1288,,2020-02-07,,,,,Tips,9.56,GDP,9.56242,GDP,,,,,,,
1289,1289,,2020-02-07,,,,,Sales,33.13,GDP,33.129459999999995,GDP,,,,,,,
1290,1290,,2020-02-07,,,,,Sales,37.38,GDP,37.38462000000001,GDP,,,,,,,
1291,1291,,2020-02-07,,,,,Sales,11.64,GDP,11.643240000000002,GDP,,,,,,,
1292,1292,,2020-02-07,,,,,Sales,36.99,GDP,36.987159999999996,GDP,,,,,,,
1293,1293,,2020-02-07,,,,,Sales,13.34,GDP,13.338289999999999,GDP,,,,,,,
1294,1294,,2020-02-07,,,,,Sales,18.0,GDP,18.0026,GDP,,,,,,,
1295,1295,,2020-02-07,,,,,Labor & Benefits Cost,-275.98,GDP,-275.98337999999995,GDP,,,,,,,
1296,1296,,2020-02-07,,,,,Sales,7.12,GDP,7.119210000000001,GDP,,,,,,,
1297,1297,,2020-02-07,,,,,Sales,10.75,GDP,10.7548,GDP,,,,,,,
1298,1298,,2020-02-07,,,,,Tips,29.53,GDP,29.52894,GDP,,,,,,,
1299,1299,,2020-02-07,,,,,Sales,21.22,GDP,21.21735,GDP,,,,,,,
1300,1300,,2020-02-07,,,,,Sales,15.83,GDP,15.82826,GDP,,,,,,,
1301,1301,,2020-02-07,,,,,Sales,6.99,GDP,6.990620000000002,GDP,,,,,,,
1302,1302,,2020-02-07,,,,,Sales,36.19,GDP,36.19224000000001,GDP,,,,,,,
1303,1303,,2020-02-07,,,,,Tips,18.82,GDP,18.8209,GDP,,,,,,,
1304,1304,,2020-02-07,,,,,Sales,23.79,GDP,23.789150000000006,GDP,,,,,,,
1305,1305,,2020-02-07,,,,,Sales,31.25,GDP,31.24737,GDP,,,,,,,
1306,1306,,2020-02-07,,,,,Sales,34.43,GDP,34.42705,GDP,,,,,,,
1307,1307,,2020-02-07,,,,,Sales,9.69,GDP,9.69101,GDP,,,,,,,
1308,1308,,2020-02-07,,,,,Sales,30.78,GDP,30.779770000000003,GDP,,,,,,,
1309,1309,,2020-02-07,,,,,Sales,18.24,GDP,18.2364,GDP,,,,,,,
1310,1310,,2020-02-07,,,,,Tips,27.31,GDP,27.307840000000002,GDP,,,,,,,
1311,1311,,2020-02-07,,,,,Sales,20.67,GDP,20.667920000000002,GDP,,,,,,,
1312,1312,,2020-02-07,,,,,Sales,13.61,GDP,13.60716,GDP,,,,,,,
1313,1313,,2020-02-07,,,,,Sales,26.98,GDP,26.980520000000002,GDP,,,,,,,
1314,1314,,2020-02-07,,,,,Sales,38.44,GDP,38.43672,GDP,,,,,,,
1315,1315,,2020-02-07,,,,,Food and Beverage Cost,-292.03,GDP,-292.0323600000001,GDP,,,,,,,
1316,1316,,2020-02-07,,,,,Sales,14.04,GDP,14.03969,GDP,,,,,,,
1317,1317,,2020-02-07,,,,,Sales,11.82,GDP,11.818589999999999,GDP,,,,,,,
1318,1318,,2020-02-07,,,,,Sales,13.2,GDP,13.19801,GDP,,,,,,,
1319,1319,,2020-02-07,,,,,Sales,21.97,GDP,21.965510000000002,GDP,,,,,,,
1320,1320,,2020-02-07,,,,,Tips,15.3,GDP,15.30221,GDP,,,,,,,
1321,1321,,2020-02-07,,,,,Sales,39.38,GDP,39.38361,GDP,,,,,,,
1322,1322,,2020-02-07,,,,,Sales,40.55,GDP,40.552609999999994,GDP,,,,,,,
1323,1323,,2020-02-07,,,,,Sales,10.17,GDP,10.1703,GDP,,,,,,,
1324,1324,,2020-02-07,,,,,Sales,25.3,GDP,25.29716,GDP,,,,,,,
1325,1325,,2020-02-07,,,,,Sales,13.6,GDP,13.59547,GDP,,,,,,,
1326,1326,,2020-02-07,,,,,Sales,27.87,GDP,27.868959999999998,GDP,,,,,,,
1327,1327,,2020-02-08,,,,,Sales,8.71,GDP,8.709050000000001,GDP,,,,,,,
1328,1328,,2020-02-08,,,,,Sales,24.37,GDP,24.37365,GDP,,,,,,,
1329,1329,,2020-02-08,,,,,Sales,10.23,GDP,10.22875,GDP,,,,,,,
1330,1330,,2020-02-08,,,,,Tips,20.24,GDP,20.23539,GDP,,,,,,,
1331,1331,,2020-02-08,,,,,Sales,15.88,GDP,15.87502,GDP,,,,,,,
1332,1332,,2020-02-08,,,,,Sales,29.01,GDP,29.01458,GDP,,,,,,,
1333,1333,,2020-02-08,,,,,Sales,7.49,GDP,7.493289999999999,GDP,,,,,,,
1334,1334,,2020-02-08,,,,,Tips,17.39,GDP,17.394720000000003,GDP,,,,,,,
1335,1335,,2020-02-08,,,,,Labor & Benefits Cost,-328.28,GDP,-328.27657999999997,GDP,,,,,,,
1336,1336,,2020-02-08,,,,,Sales,34.77,GDP,34.76606,GDP,,,,,,,
1337,1337,,2020-02-08,,,,,Sales,37.42,GDP,37.41969,GDP,,,,,,,
1338,1338,,2020-02-08,,,,,Sales,27.35,GDP,27.3546,GDP,,,,,,,
1339,1339,,2020-02-08,,,,,Sales,38.94,GDP,38.93939,GDP,,,,,,,
1340,1340,,2020-02-08,,,,,Sales,18.28,GDP,18.28316,GDP,,,,,,,
1341,1341,,2020-02-08,,,,,Sales,28.32,GDP,28.32487,GDP,,,,,,,
1342,1342,,2020-02-08,,,,,Tips,25.33,GDP,25.332230000000006,GDP,,,,,,,
1343,1343,,2020-02-08,,,,,Sales,17.85,GDP,17.85063,GDP,,,,,,,
1344,1344,,2020-02-08,,,,,Sales,37.37,GDP,37.37293,GDP,,,,,,,
1345,1345,,2020-02-08,,,,,Sales,11.88,GDP,11.87704,GDP,,,,,,,
1346,1346,,2020-02-08,,,,,Sales,33.46,GDP,33.45678,GDP,,,,,,,
1347,1347,,2020-02-08,,,,,Tips,9.83,GDP,9.83129,GDP,,,,,,,
1348,1348,,2020-02-08,,,,,Tips,14.23,GDP,14.226729999999998,GDP,,,,,,,
1349,1349,,2020-02-08,,,,,Sales,32.79,GDP,32.79045,GDP,,,,,,,
1350,1350,,2020-02-08,,,,,Sales,18.18,GDP,18.177950000000006,GDP,,,,,,,
1351,1351,,2020-02-08,,,,,Tips,27.64,GDP,27.635160000000006,GDP,,,,,,,
1352,1352,,2020-02-08,,,,,Tips,28.78,GDP,28.780780000000004,GDP,,,,,,,
1353,1353,,2020-02-09,,,,,Sales,38.74,GDP,38.74066000000001,GDP,,,,,,,
1354,1354,,2020-02-09,,,,,Sales,29.6,GDP,29.599079999999997,GDP,,,,,,,
1355,1355,,2020-02-09,,,,,Rent and Utilities,-368.13,GDP,-368.131,GDP,,,,,,,
1356,1356,,2020-02-09,,,,,Sales,16.78,GDP,16.77515,GDP,,,,,,,
1357,1357,,2020-02-09,,,,,Tips,21.78,GDP,21.778470000000002,GDP,,,,,,,
1358,1358,,2020-02-09,,,,,Sales,13.29,GDP,13.291529999999998,GDP,,,,,,,
1359,1359,,2020-02-09,,,,,Sales,17.0,GDP,16.99726,GDP,,,,,,,
1360,1360,,2020-02-09,,,,,Sales,30.85,GDP,30.849909999999998,GDP,,,,,,,
1361,1361,,2020-02-09,,,,,Tips,9.07,GDP,9.071439999999999,GDP,,,,,,,
1362,1362,,2020-02-09,,,,,Sales,14.89,GDP,14.89306,GDP,,,,,,,
1363,1363,,2020-02-09,,,,,Sales,38.44,GDP,38.43672,GDP,,,,,,,
1364,1364,,2020-02-09,,,,,Sales,9.09,GDP,9.09482,GDP,,,,,,,
1365,1365,,2020-02-09,,,,,Tips,7.07,GDP,7.07245,GDP,,,,,,,
1366,1366,,2020-02-09,,,,,Sales,17.64,GDP,17.64021,GDP,,,,,,,
1367,1367,,2020-02-09,,,,,Sales,15.17,GDP,15.17362,GDP,,,,,,,
1368,1368,,2020-02-09,,,,,Sales,38.93,GDP,38.9277,GDP,,,,,,,
1369,1369,,2020-02-09,,,,,Sales,8.05,GDP,8.05441,GDP,,,,,,,
1370,1370,,2020-02-09,,,,,Sales,29.79,GDP,29.78612,GDP,,,,,,,
1371,1371,,2020-02-09,,,,,Sales,23.67,GDP,23.67225,GDP,,,,,,,
1372,1372,,2020-02-09,,,,,Sales,10.5,GDP,10.49762,GDP,,,,,,,
1373,1373,,2020-02-09,,,,,Sales,32.01,GDP,32.007220000000004,GDP,,,,,,,
1374,1374,,2020-02-09,,,,,Sales,33.07,GDP,33.07101,GDP,,,,,,,
1375,1375,,2020-02-09,,,,,Labor & Benefits Cost,-252.17,GDP,-252.16700000000003,GDP,,,,,,,
1376,1376,,2020-02-09,,,,,Sales,11.56,GDP,11.56141,GDP,,,,,,,
1377,1377,,2020-02-09,,,,,Sales,40.21,GDP,40.2136,GDP,,,,,,,
1378,1378,,2020-02-09,,,,,Sales,17.25,GDP,17.25444,GDP,,,,,,,
1379,1379,,2020-02-09,,,,,Sales,33.94,GDP,33.93607,GDP,,,,,,,
